Issue Key,Summary,Issue Type,Fix Version,Epic Link,Epic Name,Priority,Assignee Persona,Labels,Acceptance Criteria,Evidence Required,Description
S02-VT-07,S02-VT-07 — Non-waivable list is agreed,Test,"S02 Regulatory, Risk & Compliance Framing",,,P1,Swapnali / QA,stage-s02 validation-test,Signed; no reservations,E3/E4,Method: Security and Compliance both sign it. Pass: Signed; no reservations
S02-G1,S02-G1 — Regulatory registry complete with obligation IDs,Task,"S02 Regulatory, Risk & Compliance Framing",,,P1,Kalpana / Delivery,stage-s02 gate-criterion,Regulatory registry complete with obligation IDs,E1,Evidence artefact: Registry document
S02-G2,S02-G2 — Control catalogue maps every obligation to a control and its evidence,Task,"S02 Regulatory, Risk & Compliance Framing",,,P1,Kalpana / Delivery,stage-s02 gate-criterion,Control catalogue maps every obligation to a control and its evidence,E2,"Evidence artefact: Catalogue, signed by Compliance + Security"
S02-G3,S02-G3 — Consent rule pack v1 approved,Task,"S02 Regulatory, Risk & Compliance Framing",,,P1,Kalpana / Delivery,stage-s02 gate-criterion,Consent rule pack v1 approved,E2,Evidence artefact: Signed rule pack — closes GAP-006
S02-G4,S02-G4 — Suitability rule pack v1 approved,Task,"S02 Regulatory, Risk & Compliance Framing",,,P1,Kalpana / Delivery,stage-s02 gate-criterion,Suitability rule pack v1 approved,E2,Evidence artefact: Signed rule pack — closes GAP-007
S02-G5,S02-G5 — Data classification and retention schedule approved,Task,"S02 Regulatory, Risk & Compliance Framing",,,P1,Kalpana / Delivery,stage-s02 gate-criterion,Data classification and retention schedule approved,E2,Evidence artefact: Classification matrix + retention schedule
S02-G6,S02-G6 — Data residency requirement stated and binding,Task,"S02 Regulatory, Risk & Compliance Framing",,,P1,Kalpana / Delivery,stage-s02 gate-criterion,Data residency requirement stated and binding,E1,Evidence artefact: Written requirement
S02-G7,S02-G7 — Risk register established with acceptance authorities,Task,"S02 Regulatory, Risk & Compliance Framing",,,P1,Kalpana / Delivery,stage-s02 gate-criterion,Risk register established with acceptance authorities,E1,Evidence artefact: Risk register + authority matrix
S02-G8,S02-G8 — Non-waivable control list agreed,Task,"S02 Regulatory, Risk & Compliance Framing",,,P1,Kalpana / Delivery,stage-s02 gate-criterion,Non-waivable control list agreed,E2,Evidence artefact: Signed list
S03-E01,S03-E01 — Requirement catalogue,Epic,S03 Business Requirements & Process Design,,S03-E01,P2,Rajal + BA,stage-s03 lifecycle-epic,,,Epic of stage S03 (Business Requirements & Process Design). See docs/application-lifecycle-bible/stages/.
S03-E01-S01,S03-E01-S01 — Decompose capabilities into requirements,Story,S03 Business Requirements & Process Design,S03-E01,,P2,Rajal + BA,stage-s03 lifecycle-story,Every capability yields ≥ 1 requirement; every requirement traces to a capability,,Every capability yields ≥ 1 requirement; every requirement traces to a capability
S03-E01-S02,S03-E01-S02 — Write acceptance criteria for every requirement,Story,S03 Business Requirements & Process Design,S03-E01,,P2,Rajal + BA,stage-s03 lifecycle-story,Given/When/Then or an equivalent checkable form; observable by someone who did not write it,,Given/When/Then or an equivalent checkable form; observable by someone who did not write it
S03-E01-S03,S03-E01-S03 — Classify requirements,Story,S03 Business Requirements & Process Design,S03-E01,,P2,Rajal + BA,stage-s03 lifecycle-story,Functional / non-functional / compliance / technical enabler,,Functional / non-functional / compliance / technical enabler
S03-E01-S04,S03-E01-S04 — Attach obligations to requirements,Story,S03 Business Requirements & Process Design,S03-E01,,P2,Rajal + BA,stage-s03 lifecycle-story,Every S02 control appears in ≥ 1 requirement's AC,,Every S02 control appears in ≥ 1 requirement's AC
S03-E01-S05,S03-E01-S05 — Define failure and exception behaviour,Story,S03 Business Requirements & Process Design,S03-E01,,P2,Rajal + BA,stage-s03 lifecycle-story,"For each requirement: what happens on timeout, rejection, abandonment, duplicate, and partial failure",,"For each requirement: what happens on timeout, rejection, abandonment, duplicate, and partial failure"
S03-E02,S03-E02 — Business process design (to-be),Epic,S03 Business Requirements & Process Design,,S03-E02,P2,BA + Rajal,stage-s03 lifecycle-epic,,,Epic of stage S03 (Business Requirements & Process Design). See docs/application-lifecycle-bible/stages/.
S03-E02-S01,S03-E02-S01 — Model each to-be process,Story,S03 Business Requirements & Process Design,S03-E02,,P2,BA + Rajal,stage-s03 lifecycle-story,"Actors, steps, decisions, systems, hand-offs, and the regulatory checkpoints",,"Actors, steps, decisions, systems, hand-offs, and the regulatory checkpoints"
S03-E02-S02,S03-E02-S02 — Define process variants,Story,S03 Business Requirements & Process Design,S03-E02,,P2,BA + Rajal,stage-s03 lifecycle-story,Assisted / DIY / hybrid; ETB / NTB; Group A / Group B insurers,,Assisted / DIY / hybrid; ETB / NTB; Group A / Group B insurers
S03-E02-S03,S03-E02-S03 — Define exception paths,Story,S03 Business Requirements & Process Design,S03-E02,,P2,BA + Rajal,stage-s03 lifecycle-story,"Underwriting rejection, payment failure, insurer timeout, KYC mismatch, consent withdrawal",,"Underwriting rejection, payment failure, insurer timeout, KYC mismatch, consent withdrawal"
S03-E02-S04,S03-E02-S04 — Define manual and operational procedures,Story,S03 Business Requirements & Process Design,S03-E02,,P2,BA + Rajal,stage-s03 lifecycle-story,What humans do when automation cannot — this becomes the S12 runbook's business half,,What humans do when automation cannot — this becomes the S12 runbook's business half
S03-E02-S05,S03-E02-S05 — Define SLAs per process step,Story,S03 Business Requirements & Process Design,S03-E02,,P2,BA + Rajal,stage-s03 lifecycle-story,Business-time expectations that become the S07 NFR inputs,,Business-time expectations that become the S07 NFR inputs
S03-E03,S03-E03 — Business rules catalogue,Epic,S03 Business Requirements & Process Design,,S03-E03,P2,Rajal,stage-s03 lifecycle-epic,,,Epic of stage S03 (Business Requirements & Process Design). See docs/application-lifecycle-bible/stages/.
S03-E03-S01,S03-E03-S01 — Catalogue eligibility rules,Story,S03 Business Requirements & Process Design,S03-E03,,P2,Rajal,stage-s03 lifecycle-story,"Age, sum assured, income, medical, occupation limits per product class",,"Age, sum assured, income, medical, occupation limits per product class"
S03-E03-S02,S03-E03-S02 — Catalogue quote rules,Story,S03 Business Requirements & Process Design,S03-E03,,P2,Rajal,stage-s03 lifecycle-story,"Validity period, comparison basis, ranking and display rules, re-quote triggers (closes GAP-012)",,"Validity period, comparison basis, ranking and display rules, re-quote triggers (closes GAP-012)"
S03-E03-S03,S03-E03-S03 — Catalogue proposal rules,Story,S03 Business Requirements & Process Design,S03-E03,,P2,Rajal,stage-s03 lifecycle-story,"Mandatory fields per product, document requirements, medical triggers",,"Mandatory fields per product, document requirements, medical triggers"
S03-E03-S04,S03-E03-S04 — Catalogue payment rules,Story,S03 Business Requirements & Process Design,S03-E03,,P2,Rajal,stage-s03 lifecycle-story,"Permitted instruments, device isolation, timeout, retry, refund",,"Permitted instruments, device isolation, timeout, retry, refund"
S03-E03-S05,S03-E03-S05 — Catalogue attribution rules,Story,S03 Business Requirements & Process Design,S03-E03,,P2,Rajal,stage-s03 lifecycle-story,Distributor ID and SP licence sourcing; behaviour when an RM's certification is expired (closes GAP-014),,Distributor ID and SP licence sourcing; behaviour when an RM's certification is expired (closes GAP-014)
S03-E03-S06,S03-E03-S06 — Define the product matrix,Story,S03 Business Requirements & Process Design,S03-E03,,P2,Rajal,stage-s03 lifecycle-story,"LOB × insurer × product × dimensions, for the catalogue service (closes GAP-013)",,"LOB × insurer × product × dimensions, for the catalogue service (closes GAP-013)"
S03-E04,S03-E04 — Information model,Epic,S03 Business Requirements & Process Design,,S03-E04,P2,BA + Aarti,stage-s03 lifecycle-epic,,,Epic of stage S03 (Business Requirements & Process Design). See docs/application-lifecycle-bible/stages/.
S03-E04-S01,S03-E04-S01 — Define business entities,Story,S03 Business Requirements & Process Design,S03-E04,,P2,BA + Aarti,stage-s03 lifecycle-story,Every noun in the glossary that has a lifecycle,,Every noun in the glossary that has a lifecycle
S03-E04-S02,S03-E04-S02 — Define attributes per entity,Story,S03 Business Requirements & Process Design,S03-E04,,P2,BA + Aarti,stage-s03 lifecycle-story,"Name, type, optionality, validation, classification, source of truth (closes GAP-016)",,"Name, type, optionality, validation, classification, source of truth (closes GAP-016)"
S03-E04-S03,S03-E04-S03 — Define entity relationships and cardinality,Story,S03 Business Requirements & Process Design,S03-E04,,P2,BA + Aarti,stage-s03 lifecycle-story,"Including the ones that break naive models: joint life, multiple nominees, multi-policy customers",,"Including the ones that break naive models: joint life, multiple nominees, multi-policy customers"
S03-E04-S04,S03-E04-S04 — Define business states per entity,Story,S03 Business Requirements & Process Design,S03-E04,,P2,BA + Aarti,stage-s03 lifecycle-story,"The state machine as the business sees it, before any technical design",,"The state machine as the business sees it, before any technical design"
S03-E05,S03-E05 — Traceability,Epic,S03 Business Requirements & Process Design,,S03-E05,P2,Rajal + Swapnali,stage-s03 lifecycle-epic,,,Epic of stage S03 (Business Requirements & Process Design). See docs/application-lifecycle-bible/stages/.
S03-E05-S01,S03-E05-S01 — Establish the traceability matrix,Story,S03 Business Requirements & Process Design,S03-E05,,P2,Rajal + Swapnali,stage-s03 lifecycle-story,Obligation → requirement → (later) story → code → test → evidence,,Obligation → requirement → (later) story → code → test → evidence
S03-E05-S02,S03-E05-S02 — Verify bidirectional completeness,Story,S03 Business Requirements & Process Design,S03-E05,,P2,Rajal + Swapnali,stage-s03 lifecycle-story,No requirement without a source; no obligation without a requirement,,No requirement without a source; no obligation without a requirement
S03-E05-S03,S03-E05-S03 — Define how traceability is maintained,Story,S03 Business Requirements & Process Design,S03-E05,,P2,Rajal + Swapnali,stage-s03 lifecycle-story,"A tool and a cadence, not a one-off spreadsheet",,"A tool and a cadence, not a one-off spreadsheet"
S03-VT-01,S03-VT-01 — Requirements are testable,Test,S03 Business Requirements & Process Design,,,P2,Swapnali / QA,stage-s03 validation-test,"100% observable; zero ""should be user-friendly""",E3/E4,"Method: QA reviews every AC for observability. Pass: 100% observable; zero ""should be user-friendly"""
S03-VT-02,S03-VT-02 — Requirements are unambiguous,Test,S03 Business Requirements & Process Design,,,P2,Swapnali / QA,stage-s03 validation-test,Descriptions match,E3/E4,Method: Two people independently describe the behaviour from the AC. Pass: Descriptions match
S03-VT-03,S03-VT-03 — Failure paths are specified,Test,S03 Business Requirements & Process Design,,,P2,Swapnali / QA,stage-s03 validation-test,Zero,E3/E4,Method: Count requirements with only a happy path. Pass: Zero
S03-VT-04,S03-VT-04 — Rules are deterministic,Test,S03 Business Requirements & Process Design,,,P2,Swapnali / QA,stage-s03 validation-test,"Same answer every time, by every person",E3/E4,"Method: Run 20 scenarios through the eligibility and quote rules by hand. Pass: Same answer every time, by every person"
S03-VT-05,S03-VT-05 — Information model is complete,Test,S03 Business Requirements & Process Design,,,P2,Swapnali / QA,stage-s03 validation-test,No missing attribute,E3/E4,Method: Walk each requirement; every field it needs exists in the model. Pass: No missing attribute
S03-VT-06,S03-VT-06 — Traceability is complete both ways,Test,S03 Business Requirements & Process Design,,,P2,Swapnali / QA,stage-s03 validation-test,Zero orphans in either direction,E3/E4,Method: Query the matrix. Pass: Zero orphans in either direction
S03-VT-07,S03-VT-07 — Obligations are covered,Test,S03 Business Requirements & Process Design,,,P2,Swapnali / QA,stage-s03 validation-test,100% covered,E3/E4,"Method: For each S02 control, find the requirement enforcing it. Pass: 100% covered"
S03-G1,S03-G1 — BRD complete with acceptance criteria on every requirement,Task,S03 Business Requirements & Process Design,,,P1,Kalpana / Delivery,stage-s03 gate-criterion,BRD complete with acceptance criteria on every requirement,E2,Evidence artefact: Signed BRD — closes GAP-008
S03-G2,S03-G2 — To-be processes modelled including exception paths,Task,S03 Business Requirements & Process Design,,,P1,Kalpana / Delivery,stage-s03 gate-criterion,To-be processes modelled including exception paths,E1,Evidence artefact: Process models
S03-G3,S03-G3 — Business rules catalogue approved,Task,S03 Business Requirements & Process Design,,,P1,Kalpana / Delivery,stage-s03 gate-criterion,Business rules catalogue approved,E2,"Evidence artefact: Signed catalogue — closes GAP-012, GAP-013, GAP-014"
S03-G4,S03-G4 — Information model with attribute sheets,Task,S03 Business Requirements & Process Design,,,P1,Kalpana / Delivery,stage-s03 gate-criterion,Information model with attribute sheets,E2,Evidence artefact: Attribute sheets — closes GAP-016
S03-G5,S03-G5 — Every S02 control traces to a requirement,Task,S03 Business Requirements & Process Design,,,P1,Kalpana / Delivery,stage-s03 gate-criterion,Every S02 control traces to a requirement,E1,Evidence artefact: Traceability matrix
